,,,,,,,,maxg,,,
092-02,m,Laurent,GUILLARD,Guillard,VEC,1531,0.040839735,1531,VEC,FALSE,SÈbastien Pietrasanta
092-02,m,Laurent,MARTIN SAINT LEON,Martin Saint Leon,DVD,1001,0.026701878,1531,VEC,FALSE,SÈbastien Pietrasanta
092-02,f,Alix,MALEYRE,Maleyre,DVD,235,0.006268673,1531,VEC,FALSE,SÈbastien Pietrasanta
092-02,f,Armelle,PERTUS,Pertus,EXG,145,0.003867904,1531,VEC,FALSE,SÈbastien Pietrasanta
092-02,m,Francis,POURBAGHER,Pourbagher,DVD,489,0.013044174,1531,VEC,FALSE,SÈbastien Pietrasanta
092-02,m,Philippe,GOISET,Goiset,EXG,109,0.002907597,1531,VEC,FALSE,SÈbastien Pietrasanta
092-02,m,Bruno,OLIVIER,Olivier,AUT,55,0.001467136,1531,VEC,FALSE,SÈbastien Pietrasanta
092-02,m,Mohamed,BENTEBRA,Bentebra,ECO,302,0.008055911,1531,VEC,FALSE,SÈbastien Pietrasanta
092-02,m,SÈbastien,PIETRASANTA,Pietrasanta,SOC,14080,0.375586854,14080,SOC,FALSE,SÈbastien Pietrasanta
092-02,m,Guillaume,L'HUILLIER,L'Huillier,FN,2390,0.063753735,14080,SOC,FALSE,SÈbastien Pietrasanta
092-02,f,Rama,YADE,Yade,PRV,5188,0.138390952,14080,SOC,FALSE,SÈbastien Pietrasanta
092-02,m,Jean-Michel,TARRIN,Tarrin,FG,1606,0.042840376,14080,SOC,TRUE,SÈbastien Pietrasanta
092-03,,,,,inscrits,76553,1,0,0,FALSE,Jean-AndrÈ Lasserre
092-03,,,,,abstentions,30738,0.40152574,0,0,FALSE,Jean-AndrÈ Lasserre
092-03,,,,,blanc,727,0.009496689,0,0,FALSE,Jean-AndrÈ Lasserre
092-03,m,Azedine,EL-BOUZAIDI CHEIKHI,El-Bouzaidi Cheikhi,ECO,201,0.004457949,0,0,FALSE,Jean-AndrÈ Lasserre
092-03,m,Jacques,KOSSOWSKI,Kossowski,UMP,21094,0.467840667,0,0,FALSE,Jean-AndrÈ Lasserre
092-03,f,Mathilde,EISENBERG,Eisenberg,EXG,128,0.002838893,0,0,FALSE,Jean-AndrÈ Lasserre
092-03,f,Floriane,DENIAU,Deniau,FN,2832,0.062810504,0,0,FALSE,Jean-AndrÈ Lasserre
092-03,f,Anne,LE GUENNIOU,Le Guenniou,VEC,1584,0.035131299,1584,VEC,FALSE,Jean-AndrÈ Lasserre
092-03,m,ChaÔb,MARTINEZ,Martinez,AUT,382,0.008472321,1584,VEC,FALSE,Jean-AndrÈ Lasserre
092-03,m,Jean-Marie,PARRY,Parry,EXG,77,0.001707771,1584,VEC,FALSE,Jean-AndrÈ Lasserre
092-03,m,Pierre-Louis,LAUPIES,Laupies,DVD,166,0.003681689,1584,VEC,FALSE,Jean-AndrÈ Lasserre
092-03,f,AimÈe,GOURDOL,Gourdol,DVG,382,0.008472321,1584,VEC,FALSE,Jean-AndrÈ Lasserre
092-03,f,AdÈlaÔde,NATUREL,Naturel,FG,1357,0.0300967,1584,VEC,FALSE,Jean-AndrÈ Lasserre
092-03,m,Jacques,FRATELLIA,Fratellia,AUT,237,0.005256388,1584,VEC,FALSE,Jean-AndrÈ Lasserre
092-03,m,Jean-AndrÈ,LASSERRE,Lasserre,SOC,14656,0.325053229,14656,SOC,FALSE,Jean-AndrÈ Lasserre
092-03,f,Florence,VILLEDEY,Villedey,ALLI,1992,0.04418027,14656,SOC,TRUE,Jean-AndrÈ Lasserre
092-04,,,,,inscrits,70836,1,0,0,FALSE,Yacine Djaziri
092-04,,,,,abstentions,31769,0.448486645,0,0,FALSE,Yacine Djaziri
092-04,,,,,blanc,639,0.009020837,0,0,FALSE,Yacine Djaziri
092-04,f,Meenuka,VINAYAGAMOORTHY,Vinayagamoorthy,RDG,198,0.005152493,0,0,FALSE,Yacine Djaziri
092-04,f,Laure,FOULLON,Foullon,VEC,1248,0.032476319,1248,VEC,FALSE,Yacine Djaziri
092-04,m,Yacine,DJAZIRI,Djaziri,SOC,8588,0.223482877,8588,SOC,FALSE,Yacine Djaziri
092-04,f,Viviane,DE BEAUFORT,De Beaufort,PRV,162,0.004215676,8588,SOC,FALSE,Yacine Djaziri
092-04,f,Jacqueline,FRAYSSE,Fraysse,FG,11491,0.299026751,8588,SOC,FALSE,Yacine Djaziri
092-04,f,Yvonne,BOUKHEDIMI,Boukhedimi,EXG,104,0.00270636,8588,SOC,FALSE,Yacine Djaziri
092-04,f,Emmanuelle,ROSENBLATT,Rosenblatt,DVD,162,0.004215676,8588,SOC,FALSE,Yacine Djaziri
092-04,m,StÈphane,PERRIN-BIDAN,Perrin-Bidan,ECO,217,0.005646924,8588,SOC,FALSE,Yacine Djaziri
092-04,m,Christian,DUPUY,Dupuy,UMP,10698,0.278390757,8588,SOC,FALSE,Yacine Djaziri
092-04,m,AndrÈ,BOUQUET,Bouquet,EXG,41,0.00106693,8588,SOC,FALSE,Yacine Djaziri
092-04,m,Laurent,SALLES,Salles,FN,3380,0.087956698,8588,SOC,FALSE,Yacine Djaziri
092-04,f,VÈronique,HUNAUT,Hunaut,EXG,96,0.002498178,8588,SOC,FALSE,Yacine Djaziri
092-04,m,David,MORGANT,Morgant,CEN,1149,0.029900073,8588,SOC,FALSE,Yacine Djaziri
092-04,m,Yves,STEBE,Stebe,DVD,244,0.006349537,8588,SOC,FALSE,Yacine Djaziri
092-04,m,Nicolas,PUJOL,Pujol,AUT,203,0.005282606,8588,SOC,FALSE,Yacine Djaziri
092-04,m,Marie-Claire,HARE,Hare,ECO,168,0.004371812,8588,SOC,FALSE,Yacine Djaziri
092-04,m,Brieuc,MARTIN,Martin,AUT,138,0.003591131,8588,SOC,FALSE,Yacine Djaziri
092-04,m,AurÈlien,SCHOUMAKER,Schoumaker,EXG,141,0.0036692,8588,SOC,TRUE,Yacine Djaziri
092-05,,,,,inscrits,68822,1,0,0,FALSE,Gilles Catoire
092-05,,,,,abstentions,28188,0.409578333,0,0,FALSE,Gilles Catoire
092-05,,,,,blanc,512,0.007439482,0,0,FALSE,Gilles Catoire
092-05,m,Alain,FOURNIER,Fournier,VEC,1508,0.037585365,1508,VEC,FALSE,Gilles Catoire
092-05,m,FranÁois,MORVAN,Morvan,DVD,232,0.005782364,1508,VEC,FALSE,Gilles Catoire
092-05,m,Gilles,CATOIRE,Catoire,SOC,12570,0.313294452,12570,SOC,FALSE,Gilles Catoire
092-05,m,Patrick,BALKANY,Balkany,UMP,14647,0.365061562,12570,SOC,FALSE,Gilles Catoire
092-05,f,Marie-Catherine,DUTILLOY,Dutilloy,ECO,283,0.007053487,12570,SOC,FALSE,Gilles Catoire
092-05,m,FranÁois,DELALLEAU,Delalleau,FG,1709,0.042595085,12570,SOC,FALSE,Gilles Catoire
092-05,m,Geoffroy,RONDEPIERRE,Rondepierre,FN,2340,0.058322118,12570,SOC,FALSE,Gilles Catoire
092-05,m,Xavier,CHIARELLI,Chiarelli,EXG,112,0.002791486,12570,SOC,FALSE,Gilles Catoire
092-05,m,Jean-Michel,SAUGE,Sauge,EXG,88,0.00219331,12570,SOC,FALSE,Gilles Catoire
092-05,f,Mireille,LAMBERT,Lambert,EXG,124,0.003090574,12570,SOC,FALSE,Gilles Catoire
092-05,f,Alvine,MOUTONGO-BLACK,Moutongo-Black,CEN,923,0.023004835,12570,SOC,FALSE,Gilles Catoire
092-05,f,Mireille,GITTON,Gitton,RDG,942,0.023478391,12570,SOC,FALSE,Gilles Catoire
092-05,m,LoÔc,LEPRINCE-RINGUET,Leprince-Ringuet,DVD,3915,0.097577389,12570,SOC,FALSE,Gilles Catoire
092-05,f,Dominique,LACOUR,Lacour,ECO,152,0.003788445,12570,SOC,FALSE,Gilles Catoire
092-05,m,Pierre,DUPONCHEL,Duponchel,DVD,301,0.007502119,12570,SOC,FALSE,Gilles Catoire
092-05,m,Alexis,ATLANI,Atlani,AUT,276,0.006879019,12570,SOC,TRUE,Gilles Catoire
092-06,,,,,inscrits,73407,1,0,0,FALSE,Marie Brannens
092-06,,,,,abstentions,29555,0.402618279,0,0,FALSE,Marie Brannens
092-06,,,,,blanc,758,0.010325991,0,0,FALSE,Marie Brannens
092-06,m,Marie,GRANGER,Granger,AUT,13,0.000301666,0,0,FALSE,Marie Brannens
092-06,f,Nicole,HERVE,Herve,FN,3097,0.071866153,0,0,FALSE,Marie Brannens
092-06,f,Ioanna,MAYHEAD,Mayhead,FG,923,0.021418295,0,0,FALSE,Marie Brannens
092-06,m,FranÁois,DEROCHE,Deroche,DVD,711,0.016498817,0,0,FALSE,Marie Brannens
092-06,m,Jean-Christophe,FROMANTIN,Fromantin,DVD,16954,0.393419037,0,0,FALSE,Marie Brannens
092-06,m,Franck,FAVEUR,Faveur,CEN,1228,0.028495846,0,0,FALSE,Marie Brannens
092-06,m,Emmanuel,PRUVOST,Pruvost,ECO,730,0.016939713,0,0,FALSE,Marie Brannens
092-06,f,Monique,LECLERC,Leclerc,EXG,75,0.001740381,0,0,FALSE,Marie Brannens
092-06,m,Audric,THEVENET,Thevenet,ECO,224,0.005197939,0,0,FALSE,Marie Brannens
092-06,f,Marie,BRANNENS,Brannens,SOC,9225,0.214066923,9225,SOC,FALSE,Marie Brannens
092-06,m,Bernard,LEPIDI,Lepidi,DVD,9393,0.217965378,9225,SOC,FALSE,Marie Brannens
092-06,m,Julien,CABRERA,Cabrera,DVD,340,0.007889729,9225,SOC,FALSE,Marie Brannens
092-06,m,Georges,CARREAU,Carreau,AUT,87,0.002018843,9225,SOC,FALSE,Marie Brannens
092-06,f,Caroline,GAUJARD,Gaujard,EXG,87,0.002018843,9225,SOC,FALSE,Marie Brannens
092-06,m,Rachid,NEKKAZ,Nekkaz,DVG,7,0.000162436,9225,SOC,TRUE,Marie Brannens
092-07,,,,,inscrits,83959,1,0,0,FALSE,Bertrand Rocheron
092-07,,,,,abstentions,33050,0.393644517,0,0,FALSE,Bertrand Rocheron
092-07,,,,,blanc,493,0.005871914,0,0,FALSE,Bertrand Rocheron
092-07,m,Jean-Christophe,PIERSON,Pierson,DVD,1263,0.025051571,0,0,FALSE,Bertrand Rocheron
092-07,m,Bertrand,ROCHERON,Rocheron,SOC,14569,0.288975722,14569,SOC,FALSE,Bertrand Rocheron
092-07,m,Laurent,BLANCHARD,Blanchard,AUT,604,0.011980324,14569,SOC,FALSE,Bertrand Rocheron
092-07,m,Olivier,HOSTEINS,Hosteins,CEN,2039,0.04044351,14569,SOC,FALSE,Bertrand Rocheron
092-07,f,Camille,BARRE,Barre,FG,1324,0.026261504,14569,SOC,FALSE,Bertrand Rocheron
092-07,f,Anne-Laure,CHAUDON,Chaudon,EXG,142,0.002816566,14569,SOC,FALSE,Bertrand Rocheron
092-07,f,Lucia,LAPORTE,Laporte,FN,3678,0.072953031,14569,SOC,FALSE,Bertrand Rocheron
092-07,m,Gabriel,ROSENMAN,Rosenman,EXG,119,0.002360362,14569,SOC,FALSE,Bertrand Rocheron
092-07,m,FranÁois,JEANMAIRE,Jeanmaire,DVD,2734,0.054228816,14569,SOC,FALSE,Bertrand Rocheron
092-07,m,Patrick,OLLIER,Ollier,UMP,23944,0.474928594,14569,SOC,TRUE,Bertrand Rocheron
092-08,,,,,inscrits,67018,1,0,0,FALSE,Catherine Lime-Biffe
092-08,,,,,abstentions,25443,0.379644275,0,0,FALSE,Catherine Lime-Biffe
092-08,,,,,blanc,415,0.006192366,0,0,FALSE,Catherine Lime-Biffe
092-08,m,Emmanuel,SALA,Sala,DVD,258,0.006268222,0,0,FALSE,Catherine Lime-Biffe
092-08,m,Jean,GRILLARD,Grillard,AUT,68,0.001652089,0,0,FALSE,Catherine Lime-Biffe
092-08,f,Anne,LE BAUT,Le Baut,FN,2740,0.066569485,0,0,FALSE,Catherine Lime-Biffe
092-08,m,Christophe,PAILLARD,Paillard,AUT,76,0.001846453,0,0,FALSE,Catherine Lime-Biffe
092-08,m,Michel,BECQ,Becq,DVD,333,0.008090379,0,0,FALSE,Catherine Lime-Biffe
092-08,f,Catherine,LIME-BIFFE,Lime-Biffe,SOC,13440,0.326530612,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,f,Nadia,MORDELET-CARRIERE,Mordelet-Carriere,CEN,1572,0.03819242,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,f,Lydia,VIERA,Viera,ECO,71,0.001724976,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,m,Jean-Jacques,GUILLET,Guillet,UMP,15466,0.375753158,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,f,Catherine,CANDELIER,Candelier,VEC,1770,0.043002915,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,f,NaÔma,MOGHIR,Moghir,ECO,241,0.005855199,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,m,Philippe,HENIQUE,Henique,EXG,87,0.002113703,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,m,StÈphane,CASTERA,Castera,AUT,312,0.007580175,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,m,Nicolas,TARDIEU,Tardieu,ECO,220,0.005344995,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,m,Romain,CHETAILLE,Chetaille,DVD,2754,0.066909621,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,f,Louise,BENIERE,Beniere,DVD,173,0.00420311,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,f,Dominique,RABANY,Rabany,FG,1432,0.034791059,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,m,Renaud,BOUCHARD,Bouchard,DVD,32,0.000777454,13440,SOC,FALSE,Catherine Lime-Biffe
092-08,m,Miguel,SEGUI,Segui,EXG,115,0.002793975,13440,SOC,TRUE,Catherine Lime-Biffe
092-09,,,,,inscrits,61020,1,0,0,FALSE,Martine Even
092-09,,,,,abstentions,24579,0.40280236,0,0,FALSE,Martine Even
092-09,,,,,blanc,340,0.005571944,0,0,FALSE,Martine Even
092-09,m,Sofiane,BOUKTIT,Bouktit,AUT,87,0.002409906,0,0,FALSE,Martine Even
092-09,m,Philippe,BLANC,Blanc,AUT,465,0.01288053,0,0,FALSE,Martine Even
092-09,f,Isabelle,G√ñITIA,G„ñItia,FG,748,0.020719648,0,0,FALSE,Martine Even
092-09,m,Christian,BOUCHET,Bouchet,RDG,162,0.00448741,0,0,FALSE,Martine Even
092-09,f,HÈlËne,FEO,Feo,ECO,151,0.00418271,0,0,FALSE,Martine Even
092-09,f,Odile,JOYEUX,Joyeux,VEC,1067,0.029555968,1067,VEC,FALSE,Martine Even
092-09,m,Julien,DUFOUR,Dufour,FN,1908,0.052851722,1067,VEC,FALSE,Martine Even
092-09,f,Martine,EVEN,Even,SOC,7994,0.221434309,7994,SOC,FALSE,Martine Even
092-09,m,Claude,GUEANT,Gueant,UMP,10978,0.304091299,7994,SOC,FALSE,Martine Even
092-09,m,Thierry,SOLERE,Solere,DVD,9709,0.268939919,7994,SOC,FALSE,Martine Even
092-09,f,DorothÈe,PINEAU,Pineau,DVD,1691,0.046840808,7994,SOC,FALSE,Martine Even
092-09,f,Mina,KHALIL,Khalil,EXG,28,0.000775602,7994,SOC,FALSE,Martine Even
092-09,m,Julien,MARCEL,Marcel,DVD,1076,0.029805269,7994,SOC,FALSE,Martine Even
092-09,f,HÈlËne,JANISSET,Janisset,EXG,37,0.001024902,7994,SOC,TRUE,Martine Even
092-10,,,,,inscrits,71749,1,0,0,FALSE,Lucile Schmid
092-10,,,,,abstentions,27826,0.387824221,0,0,FALSE,Lucile Schmid
092-10,,,,,blanc,533,0.007428675,0,0,FALSE,Lucile Schmid
092-10,f,VÈronique,BERGER,Berger,DVD,359,0.008273796,0,0,FALSE,Lucile Schmid
092-10,f,Fabienne,GAMBIEZ,Gambiez,CEN,1450,0.033417838,0,0,FALSE,Lucile Schmid
092-10,f,Lysiane,ALEZARD,Alezard,FG,2304,0.053099793,0,0,FALSE,Lucile Schmid
092-10,m,Gautier,KNITTEL,Knittel,AUT,360,0.008296843,0,0,FALSE,Lucile Schmid
092-10,f,Lucile,SCHMID,Schmid,VEC,10288,0.237105324,10288,VEC,FALSE,Lucile Schmid
092-10,m,Laurent,PIEUCHOT,Pieuchot,DVG,6514,0.150126757,10288,VEC,FALSE,Lucile Schmid
092-10,f,Sandrine,BUNOT,Bunot,FN,2361,0.054413459,10288,VEC,FALSE,Lucile Schmid
092-10,m,FrÈdÈric,HESSE,Hesse,AUT,17,0.000391795,10288,VEC,FALSE,Lucile Schmid
092-10,f,Laurence,VIGUIE,Viguie,EXG,115,0.00265038,10288,VEC,FALSE,Lucile Schmid
092-10,f,Vanessa,RONCHINI,Ronchini,EXG,121,0.002788661,10288,VEC,FALSE,Lucile Schmid
092-10,m,Maxime,LACOMBE,Lacombe,ECO,403,0.009287854,10288,VEC,FALSE,Lucile Schmid
092-10,m,AndrÈ,SANTINI,Santini,NCE,19098,0.440147499,10288,VEC,TRUE,Lucile Schmid
092-11,,,,,inscrits,67356,1,0,0,FALSE,Julie Sommaruga
092-11,,,,,abstentions,27936,0.41475147,0,0,FALSE,Julie Sommaruga
092-11,,,,,blanc,387,0.005745591,0,0,FALSE,Julie Sommaruga
092-11,m,Jean-Loup,METTON,Metton,NCE,9428,0.24153921,0,0,FALSE,Julie Sommaruga
092-11,m,Baptiste,MARCEL,Marcel,AUT,603,0.015448467,0,0,FALSE,Julie Sommaruga
092-11,f,Marie-HÈlËne,AMIABLE,Amiable,FG,11399,0.292034945,0,0,FALSE,Julie Sommaruga
092-11,m,Jean-Paul,ROUILLAC,Rouillac,EXG,72,0.001844593,0,0,FALSE,Julie Sommaruga
092-11,m,Mehdi,BENHABRI,Benhabri,CEN,573,0.014679886,0,0,FALSE,Julie Sommaruga
092-11,m,Jean-Luc,LE DEVEHAT,Le Devehat,EXG,100,0.002561935,0,0,FALSE,Julie Sommaruga
092-11,m,CÈdric,LEGENDRE,Legendre,DVD,159,0.004073476,0,0,FALSE,Julie Sommaruga
092-11,m,RodÈric,AARSSE,Aarsse,VEC,1368,0.035047268,1368,VEC,FALSE,Julie Sommaruga
092-11,m,SÈbastien,HAUJARD,Haujard,DVD,71,0.001818974,1368,VEC,FALSE,Julie Sommaruga
092-11,f,Juliette,SAUVANAUD,Sauvanaud,EXG,118,0.003023083,1368,VEC,FALSE,Julie Sommaruga
092-11,f,Julie,SOMMARUGA,Sommaruga,SOC,11681,0.299259601,11681,SOC,FALSE,Julie Sommaruga
092-11,m,Jean-Eric,BRANAA,Branaa,CEN,295,0.007557708,11681,SOC,FALSE,Julie Sommaruga
092-11,f,Marie,DE FONTENAILLES,De Fontenailles,FN,2564,0.065688008,11681,SOC,FALSE,Julie Sommaruga
092-11,f,Nadine,BOURHIS,Bourhis,ECO,214,0.00548254,11681,SOC,FALSE,Julie Sommaruga
092-11,f,AurÈlie,BOCHER,Bocher,DVD,244,0.006251121,11681,SOC,FALSE,Julie Sommaruga
092-11,m,Alain,JACQUES,Jacques,EXG,144,0.003689186,11681,SOC,TRUE,Julie Sommaruga
092-12,,,,,inscrits,89869,1,0,0,FALSE,Jean-Marc Germain
092-12,,,,,abstentions,33950,0.37777209,0,0,FALSE,Jean-Marc Germain
092-12,,,,,blanc,501,0.005574781,0,0,FALSE,Jean-Marc Germain
092-12,f,Isabelle,CHIVILO,Chivilo,ECO,571,0.010303511,0,0,FALSE,Jean-Marc Germain
092-12,f,Jocelyne,LE METAYER,Le Metayer,FG,3498,0.063120286,0,0,FALSE,Jean-Marc Germain
092-12,m,Jean-Marc,GERMAIN,Germain,SOC,20248,0.365368653,20248,SOC,FALSE,Jean-Marc Germain
092-12,f,Sophie,WAHNICH,Wahnich,AUT,184,0.003320221,20248,SOC,FALSE,Jean-Marc Germain
092-12,m,Robert,LARCHER,Larcher,EXG,195,0.003518712,20248,SOC,FALSE,Jean-Marc Germain
092-12,m,Philippe,PEMEZEC,Pemezec,UMP,22160,0.399870078,20248,SOC,FALSE,Jean-Marc Germain
092-12,f,Julia,CARRASCO,Carrasco,DVD,398,0.007181782,20248,SOC,FALSE,Jean-Marc Germain
092-12,m,Christian,DELOM,Delom,CEN,1940,0.035006677,20248,SOC,FALSE,Jean-Marc Germain
092-12,f,Blanche,DOUCET,Doucet,FN,3580,0.064599949,20248,SOC,FALSE,Jean-Marc Germain
092-12,m,Rudolph,BIERENT,Bierent,AUT,90,0.001624021,20248,SOC,FALSE,Jean-Marc Germain
092-12,f,Francine,BAVAY,Bavay,VEC,2554,0.046086109,20248,SOC,TRUE,Jean-Marc Germain
092-13,,,,,inscrits,86549,1,0,0,FALSE,Julien Landfried
092-13,,,,,abstentions,31551,0.36454494,0,0,FALSE,Julien Landfried
092-13,,,,,blanc,729,0.008422974,0,0,FALSE,Julien Landfried
092-13,m,GaÎtan,DE LAMBILLY,De Lambilly,DVD,472,0.008697415,0,0,FALSE,Julien Landfried
092-13,m,Mannone,CADORET,Cadoret,AUT,410,0.007554958,0,0,FALSE,Julien Landfried
092-13,f,Pascale,LE NEOUANNIC,Le Neouannic,FG,3210,0.059149791,0,0,FALSE,Julien Landfried
092-13,m,Paul,CASSIA,Cassia,CEN,2302,0.042418324,0,0,FALSE,Julien Landfried
092-13,f,Marie,DE ZAYAS,De Zayas,DVD,373,0.006873169,0,0,FALSE,Julien Landfried
092-13,m,Fabien,FEUILLADE,Feuillade,VEC,6273,0.115590853,6273,VEC,FALSE,Julien Landfried
092-13,m,Franck,ROLLOT,Rollot,EXG,147,0.002708729,6273,VEC,FALSE,Julien Landfried
092-13,m,Michel,GEORGET,Georget,FN,2968,0.054690523,6273,VEC,FALSE,Julien Landfried
092-13,m,Julien,LANDFRIED,Landfried,DVG,15753,0.290276217,6273,VEC,FALSE,Julien Landfried
092-13,m,Patrick,DEVEDJIAN,Devedjian,UMP,21839,0.402421272,6273,VEC,FALSE,Julien Landfried
092-13,m,Duncan,THIRIEZ,Thiriez,AUT,381,0.007020583,6273,VEC,FALSE,Julien Landfried
092-13,f,Magalie,DEBISSCHOP,Debisschop,EXG,141,0.002598168,6273,VEC,TRUE,Julien Landfried
093-01,,,,,inscrits,55214,1,0,0,FALSE,Bruno Le_Roux
093-01,,,,,abstentions,29690,0.537725939,0,0,FALSE,Bruno Le_Roux
093-01,,,,,blanc,390,0.007063426,0,0,FALSE,Bruno Le_Roux
093-01,f,Blandine,DEJOUY,Dejouy,FN,2688,0.106946765,0,0,FALSE,Bruno Le_Roux
093-01,f,Elise,MBOCK,Mbock,AUT,50,0.001989337,0,0,FALSE,Bruno Le_Roux
093-01,f,Rosy,ALINE,Aline,DVD,110,0.004376542,0,0,FALSE,Bruno Le_Roux
093-01,m,Bruno,LE ROUX,Le Roux,SOC,11928,0.474576271,11928,SOC,FALSE,Bruno Le_Roux
093-01,m,Mike,BOROWSKI,Borowski,DVD,1234,0.049096841,11928,SOC,FALSE,Bruno Le_Roux
093-01,f,Hayat,DHALFA,Dhalfa,FG,3573,0.142158033,11928,SOC,FALSE,Bruno Le_Roux
093-01,f,NaÔma,AMIRI,Amiri,EXG,274,0.010901568,11928,SOC,FALSE,Bruno Le_Roux
093-01,f,CÈcile,ABAD,Abad,EXG,195,0.007758415,11928,SOC,FALSE,Bruno Le_Roux
093-01,m,Youssef,EL OUACHOUNI,El Ouachouni,AUT,806,0.032068115,11928,SOC,FALSE,Bruno Le_Roux
093-01,m,Bernard,BRES,Bres,EXD,320,0.012731758,11928,SOC,FALSE,Bruno Le_Roux
093-01,m,Mamadou,KEITA,Keita,VEC,1187,0.047226864,11928,SOC,FALSE,Bruno Le_Roux
093-01,m,Etienne,ZOLDI DEDIEU,Zoldi Dedieu,AUT,14,0.000557014,11928,SOC,FALSE,Bruno Le_Roux
093-01,m,Salah,BOURDI,Bourdi,NCE,2755,0.109612477,11928,SOC,TRUE,Bruno Le_Roux
093-02,,,,,inscrits,51767,1,0,0,FALSE,Mathieu Hanotin
093-02,,,,,abstentions,29260,0.56522495,0,0,FALSE,Mathieu Hanotin
093-02,,,,,blanc,379,0.007321266,0,0,FALSE,Mathieu Hanotin
093-02,m,Patrick,BRAOUEZEC,Braouezec,FG,6897,0.311686551,0,0,FALSE,Mathieu Hanotin
093-02,m,Dieunor,EXCELLENT,Excellent,AUT,1086,0.049078091,0,0,FALSE,Mathieu Hanotin
093-02,m,Pierre,FEUILLETTE,Feuillette,AUT,109,0.004925886,0,0,FALSE,Mathieu Hanotin
093-02,f,Catherine,BILLARD,Billard,EXG,263,0.011885394,0,0,FALSE,Mathieu Hanotin
093-02,m,Dominique,CARRE,Carre,VEC,649,0.029329356,649,VEC,FALSE,Mathieu Hanotin
093-02,f,VÈronique,LANDWERLIN,Landwerlin,DVD,1,4.52E-05,649,VEC,FALSE,Mathieu Hanotin
093-02,m,Mohamed Amine,KHOUIDRAT,Khouidrat,ECO,197,0.008902748,649,VEC,FALSE,Mathieu Hanotin
093-02,m,Alain,POLU,Polu,FN,2094,0.094631236,649,VEC,FALSE,Mathieu Hanotin
093-02,m,Vijay,MONANY,Monany,UMP,2018,0.091196674,649,VEC,FALSE,Mathieu Hanotin
093-02,m,Jean-Pierre,ENJALBERT,Enjalbert,DVD,171,0.007727766,649,VEC,FALSE,Mathieu Hanotin
093-02,f,FranÁoise,MARGUERITE-BARBEITO,Marguerite-Barbeito,DVG,141,0.006372017,649,VEC,FALSE,Mathieu Hanotin
093-02,m,Houari,GUERMAT,Guermat,CEN,262,0.011840202,649,VEC,FALSE,Mathieu Hanotin
093-02,m,Mathieu,HANOTIN,Hanotin,SOC,8080,0.365148228,8080,SOC,FALSE,Mathieu Hanotin
093-02,m,Philippe,JULIEN,Julien,EXG,160,0.007230658,8080,SOC,TRUE,Mathieu Hanotin
093-03,,,,,inscrits,70715,1,0,0,FALSE,Michel Pajon
093-03,,,,,abstentions,33402,0.472346744,0,0,FALSE,Michel Pajon
093-03,,,,,blanc,553,0.007820123,0,0,FALSE,Michel Pajon
093-03,m,Bruno,BESCHIZZA,Beschizza,UMP,9445,0.256936888,0,0,FALSE,Michel Pajon
093-03,m,SÈbastien,BISCARO,Biscaro,EXG,212,0.005767138,0,0,FALSE,Michel Pajon
093-03,m,Michel,PAJON,Pajon,SOC,16245,0.441920566,16245,SOC,FALSE,Michel Pajon
093-03,f,Louise,BEN MAMI,Ben Mami,ECO,431,0.011724701,16245,SOC,FALSE,Michel Pajon
093-03,f,Sylvie,DUFFRENE,Duffrene,VEC,1759,0.047850925,16245,SOC,FALSE,Michel Pajon
093-03,f,Audrey,LEVAVASSEUR,Levavasseur,DVD,400,0.010881393,16245,SOC,FALSE,Michel Pajon
093-03,m,Michel,PAULIN,Paulin,EXD,273,0.007426551,16245,SOC,FALSE,Michel Pajon
093-03,f,Riva,GHERCHANOC,Gherchanoc,FG,2827,0.076904244,16245,SOC,FALSE,Michel Pajon
093-03,m,Maurice,STOBNICER,Stobnicer,EXG,142,0.003862894,16245,SOC,FALSE,Michel Pajon
093-03,f,MaÎlle,GAUCHERAND,Gaucherand,EXG,190,0.005168662,16245,SOC,FALSE,Michel Pajon
093-03,f,Daniela,FOUBERT,Foubert,DVD,301,0.008188248,16245,SOC,FALSE,Michel Pajon
093-03,f,RenÈe,ASSELIN,Asselin,FN,4535,0.123367791,16245,SOC,TRUE,Michel Pajon
093-04,,,,,inscrits,60162,1,0,0,FALSE,Najia Amzal
093-04,,,,,abstentions,33688,0.559954789,0,0,FALSE,Najia Amzal
093-04,,,,,blanc,519,0.008626708,0,0,FALSE,Najia Amzal
093-04,m,Gilles,CLAVEL,Clavel,FN,3511,0.135272587,0,0,FALSE,Najia Amzal
093-04,m,Thierry,MEIGNEN,Meignen,UMP,4339,0.167173955,0,0,FALSE,Najia Amzal
